S.No,Date,Open,High,Low,LTP,% Change,Qty,Turnover
3828,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
3829,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
3830,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
3831,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
3832,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
3833,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
3834,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
3835,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
3836,8/31/20,775,847,775,847,10,"346,675",287457233.00
3837,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
3838,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
3839,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
3840,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
3841,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
3842,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
3843,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
3844,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
3845,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
3846,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
3847,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
3848,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
3849,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
3850,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
3851,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
3852,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
3853,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
3854,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
3855,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
3856,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
3857,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
3858,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
3859,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
3860,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
3861,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
3862,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
3863,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
3864,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
3865,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
3866,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
3867,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
3868,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
3869,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
3870,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
3871,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
3872,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
3873,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
3874,7/7/20,462,484,453,484,10,"189,080",91267080.00
3875,7/6/20,400,440,400,440,10,"337,293",145331376.00
3876,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
3877,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
3878,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
3879,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
3880,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
3881,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
3882,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
3883,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
3884,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
3885,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
3886,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
3887,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
3888,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
3889,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
3890,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
3891,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
3892,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
3893,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
3894,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
3895,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
3896,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
3897,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
3898,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
3899,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
3900,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
3901,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
3902,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
3903,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
3904,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
3905,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
3906,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
3907,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
3908,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
3909,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
3910,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
3911,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
3912,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
3913,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
3914,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
3915,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
3916,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
3917,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
3918,9/22/20,862,870,855,862,0,"144,853",124476823.00
3919,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
3920,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
3921,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
3922,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
3923,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
3924,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
3925,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
3926,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
3927,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
3928,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
3929,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
3930,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
3931,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
3932,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
3933,8/31/20,775,847,775,847,10,"346,675",287457233.00
3934,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
3935,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
3936,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
3937,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
3938,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
3939,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
3940,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
3941,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
3942,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
3943,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
3944,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
3945,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
3946,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
3947,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
3948,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
3949,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
3950,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
3951,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
3952,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
3953,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
3954,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
3955,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
3956,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
3957,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
3958,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
3959,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
3960,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
3961,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
3962,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
3963,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
3964,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
3965,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
3966,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
3967,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
3968,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
3969,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
3970,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
3971,7/7/20,462,484,453,484,10,"189,080",91267080.00
3972,7/6/20,400,440,400,440,10,"337,293",145331376.00
3973,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
3974,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
3975,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
3976,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
3977,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
3978,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
3979,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
3980,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
3981,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
3982,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
3983,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
3984,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
3985,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
3986,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
3987,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
3988,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
3989,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
3990,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
3991,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
3992,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
3993,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
3994,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
3995,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
3996,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
3997,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
3998,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
3999,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
4000,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
4001,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
4002,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
4003,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
4004,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
4005,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
4006,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
4007,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
4008,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
4009,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
4010,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
4011,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
4012,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
4013,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
4014,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
4015,9/22/20,862,870,855,862,0,"144,853",124476823.00
4016,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
4017,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
4018,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
4019,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
4020,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
4021,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
4022,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
4023,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
4024,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
4025,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
4026,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
4027,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
4028,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
4029,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
4030,8/31/20,775,847,775,847,10,"346,675",287457233.00
4031,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
4032,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
4033,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
4034,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
4035,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
4036,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
4037,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
4038,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
4039,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
4040,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
4041,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
4042,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
4043,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
4044,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
4045,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
4046,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
4047,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
4048,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
4049,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
4050,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
4051,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
4052,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
4053,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
4054,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
4055,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
4056,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
4057,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
4058,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
4059,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
4060,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
4061,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
4062,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
4063,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
4064,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
4065,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
4066,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
4067,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
4068,7/7/20,462,484,453,484,10,"189,080",91267080.00
4069,7/6/20,400,440,400,440,10,"337,293",145331376.00
4070,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
4071,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
4072,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
4073,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
4074,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
4075,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
4076,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
4077,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
4078,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
4079,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
4080,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
4081,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
4082,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
4083,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
4084,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
4085,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
4086,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
4087,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
4088,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
4089,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
4090,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
4091,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
4092,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
4093,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
4094,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
4095,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
4096,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
4097,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
4098,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
4099,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
4100,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
4101,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
4102,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
4103,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
4104,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
4105,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
4106,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
4107,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
4108,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
4109,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
4110,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
4111,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
4112,9/22/20,862,870,855,862,0,"144,853",124476823.00
4113,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
4114,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
4115,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
4116,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
4117,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
4118,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
4119,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
4120,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
4121,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
4122,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
4123,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
4124,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
4125,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
4126,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
4127,8/31/20,775,847,775,847,10,"346,675",287457233.00
4128,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
4129,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
4130,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
4131,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
4132,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
4133,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
4134,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
4135,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
4136,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
4137,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
4138,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
4139,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
4140,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
4141,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
4142,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
4143,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
4144,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
4145,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
4146,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
4147,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
4148,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
4149,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
4150,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
4151,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
4152,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
4153,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
4154,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
4155,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
4156,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
4157,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
4158,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
4159,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
4160,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
4161,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
4162,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
4163,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
4164,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
4165,7/7/20,462,484,453,484,10,"189,080",91267080.00
4166,7/6/20,400,440,400,440,10,"337,293",145331376.00
4167,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
4168,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
4169,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
4170,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
4171,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
4172,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
4173,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
4174,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
4175,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
4176,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
4177,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
4178,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
4179,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
4180,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
4181,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
4182,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
4183,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
4184,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
4185,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
4186,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
4187,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
4188,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
4189,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
4190,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
4191,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
4192,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
4193,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
4194,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
4195,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
4196,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
4197,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
4198,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
4199,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
4200,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
4201,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
4202,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
4203,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
4204,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
4205,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
4206,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
4207,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
4208,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
4209,9/22/20,862,870,855,862,0,"144,853",124476823.00
4210,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
4211,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
4212,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
4213,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
4214,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
4215,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
4216,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
4217,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
4218,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
4219,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
4220,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
4221,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
4222,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
4223,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
4224,8/31/20,775,847,775,847,10,"346,675",287457233.00
4225,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
4226,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
4227,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
4228,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
4229,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
4230,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
4231,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
4232,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
4233,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
4234,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
4235,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
4236,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
4237,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
4238,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
4239,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
4240,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
4241,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
4242,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
4243,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
4244,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
4245,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
4246,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
4247,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
4248,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
4249,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
4250,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
4251,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
4252,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
4253,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
4254,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
4255,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
4256,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
4257,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
